,0,1,2,3,4,5,6,7,8,9,10,X,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,2
5,0,0,1,0,1,0,2,1,0,0,0,0,1
6,0,0,0,0,0,1,2,1,0,0,0,1,2
7,0,0,0,0,0,1,1,1,0,0,0,1,0
8,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
X,0,0,0,0,0,1,0,0,0,0,0,1,5
Y,0,0,0,0,1,4,4,2,2,0,0,8,122
