,0,1,2,3,4,5,6,7,8,9,10,X,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,1,1,4,0,2,0,0,0,0,3
2,0,3,0,0,0,1,0,1,0,0,0,0,0
3,0,0,1,0,0,0,0,3,0,0,0,2,2
4,0,0,0,0,2,4,2,4,1,0,0,0,4
5,0,3,1,4,4,15,1,0,0,1,0,1,9
6,0,0,0,0,2,2,5,1,0,0,0,2,4
7,0,0,0,1,0,3,5,3,0,0,0,2,3
8,0,0,0,1,0,0,0,0,0,0,0,1,0
9,0,1,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
X,0,1,0,1,3,0,1,0,0,0,0,41,5
Y,0,4,2,0,5,10,6,3,1,0,0,13,540
