,0,1,2,3,4,5,6,7,8,9,10,X,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,2,0,1,3,0,0,0,0,0,0,2
2,0,3,1,0,0,0,1,0,0,0,0,1,0
3,0,0,0,1,2,0,1,1,0,0,0,2,2
4,0,0,1,2,5,1,3,2,0,1,0,3,11
5,0,0,0,1,7,11,3,2,0,0,0,9,13
6,0,0,0,1,1,6,6,3,0,1,0,4,2
7,0,1,1,0,1,0,0,3,1,0,0,0,4
8,0,0,0,0,0,1,0,0,0,0,0,1,0
9,0,0,0,0,1,0,1,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
X,0,2,0,1,4,5,2,0,1,0,0,83,35
Y,0,4,1,3,9,20,10,2,0,0,0,49,1129
