,0,1,2,3,4,5,6,7,8,9,10,X,Y
0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,0,0,1,0,1,1,0,0,0,3
2,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,3,0,0,0,0,0,2,3
4,0,0,0,0,2,4,1,2,0,0,0,5,6
5,0,0,1,3,3,15,6,5,1,1,0,7,16
6,0,1,0,2,1,5,10,9,2,0,0,4,13
7,0,1,0,0,0,6,12,13,3,1,1,8,5
8,0,0,0,1,0,2,2,2,3,1,0,2,1
9,0,1,0,0,0,0,0,0,2,0,0,0,0
10,0,0,0,0,0,0,0,1,0,0,0,0,0
X,1,0,0,2,3,7,5,2,1,0,0,93,35
Y,1,3,0,1,11,18,15,16,5,0,0,53,1366
