,0,1,2,3,4,5,6,7,8,9,10,X,Y
0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,0,0,3,0,0,0,0,0,1,2
5,0,0,0,1,1,1,4,0,0,0,0,2,7
6,0,0,0,0,0,1,1,0,0,0,0,2,6
7,0,1,0,0,1,1,0,2,1,0,0,0,3
8,0,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
X,0,0,0,0,0,2,0,0,0,0,0,9,10
Y,1,1,0,0,3,8,5,7,1,0,0,18,232
