,0,1,2,3,4,5,6,7,8,9,10,X,Y
0,1,0,0,0,0,0,0,0,0,0,0,2,0
1,0,3,1,1,1,4,0,2,0,0,0,0,4
2,0,3,0,0,0,1,0,2,0,0,0,1,0
3,0,0,1,0,0,2,0,3,0,0,0,3,1
4,0,0,0,0,4,7,4,8,1,0,0,2,12
5,0,3,2,4,6,29,9,6,0,2,0,10,22
6,0,1,0,2,5,9,15,5,6,0,0,10,12
7,0,1,0,1,1,11,11,12,3,1,1,4,8
8,0,0,0,1,0,2,1,3,2,1,0,2,1
9,0,1,0,0,1,0,2,0,0,1,0,0,0
10,0,0,0,0,0,0,0,1,0,0,0,0,0
X,1,1,0,2,6,6,5,2,1,0,0,103,42
Y,1,4,3,0,15,26,23,13,3,0,0,56,1587
